Wall time,Step,Value
1767046899.1353908,10240,10001.0
1767046909.5639858,12288,10001.0
1767046920.0588708,14336,10001.0
1767046929.6351316,16384,10001.0
1767046939.5060823,18432,10001.0
1767046949.2289743,20480,10001.0
1767046959.6140368,22528,10001.0
1767046971.1751232,24576,10001.0
1767046982.380081,26624,10001.0
1767046992.3278842,28672,10001.0
1767047003.1475556,30720,10001.0
1767047013.3425448,32768,10001.0
1767047023.3866036,34816,10001.0
1767047032.589764,36864,10001.0
1767047042.50669,38912,10001.0
1767047052.7926192,40960,10001.0
1767047062.8835533,43008,10001.0
1767047073.6696184,45056,10001.0
1767047083.2473767,47104,10001.0
1767047093.7341247,49152,10001.0
1767047104.8633752,51200,10001.0
1767047115.666673,53248,10001.0
1767047130.5769095,55296,7707.5712890625
1767047139.624618,57344,7707.5712890625
1767047149.2204933,59392,7707.5712890625
1767047158.6380544,61440,7707.5712890625
1767047168.1801646,63488,7707.5712890625
1767047178.0115561,65536,7994.25
1767047187.8593388,67584,7994.25
1767047198.639717,69632,7994.25
1767047208.9188945,71680,7994.25
1767047218.7630165,73728,7994.25
1767047229.3424575,75776,8217.22265625
1767047242.8507392,77824,7026.54541015625
1767047252.653689,79872,7026.54541015625
1767047262.8438945,81920,7026.54541015625
1767047272.0525951,83968,7026.54541015625
1767047283.119106,86016,7026.54541015625
1767047293.7934995,88064,7274.41650390625
1767047303.0728002,90112,7274.41650390625
1767047316.8904548,92160,6555.5712890625
1767047326.6881263,94208,6555.5712890625
1767047336.9486666,96256,6555.5712890625
1767047346.7031126,98304,6555.5712890625
1767047357.2685506,100352,6555.5712890625
1767047367.8848515,102400,6785.2666015625
1767047378.5888972,104448,6785.2666015625
1767047392.6232407,106496,6187.0
1767047402.3889065,108544,6187.0
1767047412.7229655,110592,6187.0
1767047427.1339204,112640,5891.36865234375
1767047436.5771503,114688,5891.36865234375
1767047448.3162189,116736,5891.36865234375
1767047463.0025287,118784,5581.8095703125
1767047473.3711903,120832,5581.8095703125
1767047483.2027678,122880,5581.8095703125
1767047493.0349953,124928,5581.8095703125
1767047503.4153247,126976,5581.8095703125
1767047514.6209345,129024,5782.681640625
1767047525.3901212,131072,5782.681640625
1767047535.0750217,133120,5782.681640625
1767047545.6304188,135168,5782.681640625
1767047556.334562,137216,5782.681640625
1767047565.8704576,139264,5966.0869140625
1767047577.3427455,141312,5966.0869140625
1767047586.8342555,143360,5966.0869140625
1767047601.2597575,145408,5767.68017578125
1767047612.005569,147456,5767.68017578125
1767047621.844665,149504,5767.68017578125
1767047631.8534539,151552,5767.68017578125
1767047650.3040342,153600,5283.82763671875
1767047660.3133051,155648,5283.82763671875
1767047669.647201,157696,5283.82763671875
1767047678.9979537,159744,5283.82763671875
1767047688.3790724,161792,5283.82763671875
1767047698.4976418,163840,5441.06689453125
1767047708.9561636,165888,5441.06689453125
1767047719.6723297,167936,5441.06689453125
1767047729.083969,169984,5441.06689453125
1767047738.8635304,172032,5441.06689453125
1767047748.9758525,174080,5588.1611328125
1767047758.4440298,176128,5588.1611328125
1767047767.8185937,178176,5588.1611328125
1767047782.2455363,180224,5424.60595703125
1767047792.431652,182272,5424.60595703125
1767047803.0256217,184320,5424.60595703125
1767047813.519855,186368,5424.60595703125
1767047823.5806305,188416,5424.60595703125
1767047833.302319,190464,5559.2060546875
1767047843.9909973,192512,5559.2060546875
1767047854.117161,194560,5559.2060546875
1767047864.0883327,196608,5559.2060546875
1767047874.264074,198656,5559.2060546875
1767047883.7469854,200704,5686.1142578125
1767047893.868385,202752,5686.1142578125
1767047903.6160312,204800,5686.1142578125
1767047913.8388467,206848,5686.1142578125
1767047924.7392483,208896,5686.1142578125
1767047934.1154602,210944,5805.97216796875
1767047953.4928026,212992,5323.35009765625
1767047963.360334,215040,5323.35009765625
1767047972.9540079,217088,5323.35009765625
1767047986.889239,219136,5180.83349609375
1767047996.0803792,221184,5180.83349609375
1767048005.1135058,223232,5180.83349609375
1767048014.7170532,225280,5180.83349609375
1767048024.9529629,227328,5180.83349609375
1767048034.3270633,229376,5292.93017578125
1767048043.891816,231424,5292.93017578125
1767048054.8062456,233472,5292.93017578125
1767048069.6479876,235520,5215.0888671875
1767048079.5475776,237568,5215.0888671875
1767048089.4409485,239616,5215.0888671875
1767048099.462515,241664,5215.0888671875
1767048108.7072375,243712,5215.0888671875
1767048118.158105,245760,5319.13037109375
1767048128.4954531,247808,5319.13037109375
1767048137.585973,249856,5319.13037109375
1767048147.344044,251904,5319.13037109375
1767048156.013129,253952,5319.13037109375
1767048164.5067384,256000,5418.74462890625
1767048177.9269693,258048,5261.6123046875
1767048187.6981435,260096,5261.6123046875
1767048196.8258138,262144,5261.6123046875
1767048206.68102,264192,5261.6123046875
1767048217.010261,266240,5261.6123046875
1767048225.644102,268288,5356.39990234375
1767048235.6196618,270336,5356.39990234375
1767048245.491494,272384,5356.39990234375
1767048256.035991,274432,5356.39990234375
1767048265.989271,276480,5356.39990234375
1767048278.971759,278528,5251.2265625
1767048289.5286455,280576,5251.2265625
1767048298.5672545,282624,5251.2265625
1767048308.779892,284672,5251.2265625
1767048319.2496653,286720,5251.2265625
1767048330.0791378,288768,5339.18505859375
1767048339.7628486,290816,5339.18505859375
1767048348.7034304,292864,5339.18505859375
1767048357.8463387,294912,5339.18505859375
1767048368.5191934,296960,5339.18505859375
1767048379.6968699,299008,5423.9453125
1767048390.5997875,301056,5423.9453125
1767048399.854687,303104,5423.9453125
1767048413.761716,305152,5348.71923828125
1767048424.2735052,307200,5348.71923828125
1767048434.112987,309248,5348.71923828125
1767048443.4671428,311296,5348.71923828125
1767048453.1139646,313344,5348.71923828125
1767048463.6138499,315392,5428.93115234375
1767048472.1008608,317440,5428.93115234375
1767048481.4134233,319488,5428.93115234375
1767048490.9211445,321536,5428.93115234375
1767048500.765074,323584,5428.93115234375
1767048510.7689135,325632,5506.423828125
1767048521.3925602,327680,5506.423828125
1767048531.2527175,329728,5506.423828125
1767048541.955534,331776,5506.423828125
1767048552.3644114,333824,5506.423828125
1767048562.4662747,335872,5581.33349609375
1767048571.356913,337920,5581.33349609375
1767048581.7452593,339968,5581.33349609375
1767048595.9922338,342016,5499.806640625
1767048605.7690816,344064,5499.806640625
1767048616.177066,346112,5499.806640625
1767048627.2102282,348160,5499.806640625
1767048636.4562163,350208,5499.806640625
1767048646.9572763,352256,5571.25390625
1767048656.8730924,354304,5571.25390625
1767048672.0953152,356352,5458.52294921875
1767048683.9130905,358400,5458.52294921875
1767048694.2353387,360448,5458.52294921875
1767048703.1706827,362496,5458.52294921875
1767048712.9062326,364544,5458.52294921875
1767048721.898469,366592,5527.3486328125
1767048731.8235548,368640,5527.3486328125
1767048741.8780549,370688,5527.3486328125
1767048753.1591582,372736,5527.3486328125
1767048766.2425663,374784,5499.7646484375
1767048776.8594637,376832,5499.7646484375
1767048786.1555445,378880,5499.7646484375
1767048804.1462665,380928,5279.72216796875
1767048813.3088803,382976,5279.72216796875
1767048823.6663222,385024,5279.72216796875
1767048833.8197143,387072,5279.72216796875
1767048845.440704,389120,5279.72216796875
1767048855.0180397,391168,5344.3974609375
1767048864.9688227,393216,5344.3974609375
1767048874.2616665,395264,5344.3974609375
1767048884.1272724,397312,5344.3974609375
1767048894.6224136,399360,5344.3974609375
1767048904.26762,401408,5407.32421875
1767048918.5778012,403456,5302.76318359375
1767048929.7067702,405504,5302.76318359375
1767048939.5593743,407552,5302.76318359375
1767048950.9840693,409600,5302.76318359375
1767048965.7620497,411648,5252.6796875
1767048979.7017648,413696,5149.625
1767048989.4659777,415744,5149.625
1767048999.5225053,417792,5149.625
1767049009.9048033,419840,5149.625
1767049020.8627048,421888,5149.625
1767049031.154057,423936,5209.5185546875
1767049041.0008547,425984,5209.5185546875
1767049050.608661,428032,5209.5185546875
1767049064.711876,430080,5209.5185546875
1767049074.4483473,432128,5267.951171875
1767049084.9193227,434176,5267.951171875
1767049095.6243548,436224,5267.951171875
1767049105.1775384,438272,5267.951171875
1767049115.973141,440320,5267.951171875
1767049128.9061034,442368,5324.97607421875
1767049139.0328448,444416,5324.97607421875
1767049149.184074,446464,5324.97607421875
1767049159.5870821,448512,5324.97607421875
1767049173.64655,450560,5277.36474609375
1767049184.3144443,452608,5277.36474609375
1767049194.6949158,454656,5277.36474609375
1767049207.008679,456704,5277.36474609375
1767049220.2063355,458752,5332.29052734375
1767049230.881717,460800,5332.29052734375
1767049240.9593244,462848,5332.29052734375
1767049250.8158417,464896,5332.29052734375
1767049261.9626007,466944,5332.29052734375
1767049271.1434636,468992,5385.9541015625
1767049281.713072,471040,5385.9541015625
1767049291.5599756,473088,5385.9541015625
1767049300.550422,475136,5385.9541015625
1767049309.8176556,477184,5385.9541015625
1767049319.9174752,479232,5438.39794921875
1767049329.654162,481280,5438.39794921875
1767049343.6065245,483328,5350.8779296875
1767049352.518346,485376,5350.8779296875
1767049362.8176827,487424,5350.8779296875
1767049376.2535558,489472,5301.5
1767049387.6076717,491520,5301.5
1767049396.4485571,493568,5301.5
1767049414.5815368,495616,5157.55224609375
1767049426.781366,497664,5157.55224609375
1767049437.3332179,499712,5157.55224609375
1767049446.3461366,501760,5157.55224609375
