Wall time,Step,Value
1767047913.8393438,206848,194.0
1767047924.7396538,208896,194.0
1767047934.116004,210944,194.0
1767047953.4932477,212992,193.0
1767047963.3607297,215040,193.0
1767047972.9563653,217088,193.0
1767047986.8896444,219136,192.0
1767047996.0807533,221184,193.0
1767048005.113945,223232,193.0
1767048014.7174563,225280,193.0
1767048024.953418,227328,193.0
1767048034.3274968,229376,193.0
1767048043.8922076,231424,193.0
1767048054.8066702,233472,193.0
1767048069.6483912,235520,193.0
1767048079.5480037,237568,193.0
1767048089.4414148,239616,193.0
1767048099.4628882,241664,193.0
1767048108.7076457,243712,193.0
1767048118.1585367,245760,193.0
1767048128.4958336,247808,193.0
1767048137.5864208,249856,194.0
1767048147.344435,251904,194.0
1767048156.013526,253952,194.0
1767048164.5071416,256000,194.0
1767048177.9273694,258048,194.0
1767048187.698557,260096,194.0
1767048196.8261986,262144,194.0
1767048206.681396,264192,194.0
1767048217.010674,266240,194.0
1767048225.6444943,268288,195.0
1767048235.6200576,270336,195.0
1767048245.491917,272384,195.0
1767048256.0363965,274432,195.0
1767048265.98968,276480,195.0
1767048278.972189,278528,195.0
1767048289.5290565,280576,195.0
1767048298.5676548,282624,195.0
1767048308.780333,284672,195.0
1767048319.2500603,286720,195.0
1767048330.0795302,288768,195.0
1767048339.7632391,290816,195.0
1767048348.7038157,292864,195.0
1767048357.8467429,294912,195.0
1767048368.5195923,296960,195.0
1767048379.6972818,299008,195.0
1767048390.6002398,301056,195.0
1767048399.8551645,303104,195.0
1767048413.762194,305152,195.0
1767048424.2739487,307200,195.0
1767048434.113434,309248,195.0
1767048443.4675364,311296,195.0
1767048453.1144075,313344,195.0
1767048463.6142466,315392,195.0
1767048472.1012928,317440,195.0
1767048481.4138217,319488,195.0
1767048490.921578,321536,196.0
1767048500.765479,323584,196.0
1767048510.7693102,325632,196.0
1767048521.3930264,327680,196.0
1767048531.253117,329728,196.0
1767048541.9559457,331776,196.0
1767048552.3648138,333824,196.0
1767048562.4666853,335872,196.0
1767048571.357387,337920,196.0
1767048581.7456937,339968,196.0
1767048595.9926307,342016,195.0
1767048605.7694635,344064,196.0
1767048616.177459,346112,196.0
1767048627.2106745,348160,196.0
1767048636.4566221,350208,196.0
1767048646.957682,352256,196.0
1767048656.8734968,354304,196.0
1767048672.0956929,356352,195.0
1767048683.9134853,358400,195.0
1767048694.2357397,360448,195.0
1767048703.1710908,362496,195.0
1767048712.9066346,364544,195.0
1767048721.8988614,366592,195.0
1767048731.823997,368640,195.0
1767048741.878489,370688,196.0
1767048753.1595604,372736,195.0
1767048766.2430031,374784,195.0
1767048776.8598595,376832,195.0
1767048786.155929,378880,195.0
1767048804.1467073,380928,195.0
1767048813.3093684,382976,195.0
1767048823.666745,385024,195.0
1767048833.8201137,387072,195.0
1767048845.4410884,389120,195.0
1767048855.0184247,391168,195.0
1767048864.9692588,393216,195.0
1767048874.26209,395264,195.0
1767048884.1276886,397312,195.0
1767048894.6228254,399360,195.0
1767048904.2680187,401408,195.0
1767048918.578232,403456,195.0
1767048929.7072108,405504,195.0
1767048939.559802,407552,195.0
1767048950.9845078,409600,195.0
1767048965.7624807,411648,194.0
1767048979.7021952,413696,194.0
1767048989.4664443,415744,194.0
1767048999.522931,417792,194.0
1767049009.9052951,419840,194.0
1767049020.8631067,421888,194.0
1767049031.1545117,423936,194.0
1767049041.0012887,425984,194.0
1767049050.6090915,428032,194.0
1767049064.7123425,430080,194.0
1767049074.4487689,432128,194.0
1767049084.9197402,434176,194.0
1767049095.624782,436224,194.0
1767049105.1779468,438272,194.0
1767049115.9735548,440320,194.0
1767049128.906534,442368,194.0
1767049139.033277,444416,194.0
1767049149.1844842,446464,194.0
1767049159.5874822,448512,194.0
1767049173.64699,450560,193.0
1767049184.3148499,452608,193.0
1767049194.6953292,454656,193.0
1767049207.0090554,456704,193.0
1767049220.2067423,458752,193.0
1767049230.882148,460800,193.0
1767049240.959717,462848,193.0
1767049250.816249,464896,193.0
1767049261.9630935,466944,193.0
1767049271.143865,468992,193.0
1767049281.713497,471040,193.0
1767049291.5604084,473088,193.0
1767049300.550802,475136,193.0
1767049309.8180535,477184,194.0
1767049319.917902,479232,194.0
1767049329.6545694,481280,194.0
1767049343.6069512,483328,193.0
1767049352.5187926,485376,194.0
1767049362.8180788,487424,194.0
1767049376.2539337,489472,193.0
1767049387.6081212,491520,193.0
1767049396.4489646,493568,193.0
1767049414.5819888,495616,193.0
1767049426.7817605,497664,193.0
1767049437.3336227,499712,193.0
1767049446.346486,501760,193.0
