Wall time,Step,Value
1767046869.1767652,4096,0.0003000000142492354
1767046878.3607867,6144,0.0003000000142492354
1767046888.5108752,8192,0.0003000000142492354
1767046899.1370199,10240,0.0003000000142492354
1767046909.5659363,12288,0.0003000000142492354
1767046920.060748,14336,0.0003000000142492354
1767046929.6368206,16384,0.0003000000142492354
1767046939.507708,18432,0.0003000000142492354
1767046949.230738,20480,0.0003000000142492354
1767046959.6157844,22528,0.0003000000142492354
1767046971.1767807,24576,0.0003000000142492354
1767046982.3817065,26624,0.0003000000142492354
1767046992.3296175,28672,0.0003000000142492354
1767047003.14922,30720,0.0003000000142492354
1767047013.3446562,32768,0.0003000000142492354
1767047023.3882911,34816,0.0003000000142492354
1767047032.591638,36864,0.0003000000142492354
1767047042.5085015,38912,0.0003000000142492354
1767047052.7948184,40960,0.0003000000142492354
1767047062.8854437,43008,0.0003000000142492354
1767047073.6713324,45056,0.0003000000142492354
1767047083.2490098,47104,0.0003000000142492354
1767047093.7357674,49152,0.0003000000142492354
1767047104.864959,51200,0.0003000000142492354
1767047115.670251,53248,0.0003000000142492354
1767047130.5787146,55296,0.0003000000142492354
1767047139.6262963,57344,0.0003000000142492354
1767047149.222108,59392,0.0003000000142492354
1767047158.6397793,61440,0.0003000000142492354
1767047168.1818438,63488,0.0003000000142492354
1767047178.0133824,65536,0.0003000000142492354
1767047187.8609076,67584,0.0003000000142492354
1767047198.6413817,69632,0.0003000000142492354
1767047208.920879,71680,0.0003000000142492354
1767047218.764587,73728,0.0003000000142492354
1767047229.3441935,75776,0.0003000000142492354
1767047242.8523707,77824,0.0003000000142492354
1767047252.6554468,79872,0.0003000000142492354
1767047262.84552,81920,0.0003000000142492354
1767047272.054202,83968,0.0003000000142492354
1767047283.1207814,86016,0.0003000000142492354
1767047293.79517,88064,0.0003000000142492354
1767047303.0745285,90112,0.0003000000142492354
1767047316.8921971,92160,0.0003000000142492354
1767047326.6897552,94208,0.0003000000142492354
1767047336.9502711,96256,0.0003000000142492354
1767047346.704723,98304,0.0003000000142492354
1767047357.2703066,100352,0.0003000000142492354
1767047367.8865426,102400,0.0003000000142492354
1767047378.590549,104448,0.0003000000142492354
1767047392.624897,106496,0.0003000000142492354
1767047402.390843,108544,0.0003000000142492354
1767047412.7247434,110592,0.0003000000142492354
1767047427.1357026,112640,0.0003000000142492354
1767047436.5789044,114688,0.0003000000142492354
1767047448.3179612,116736,0.0003000000142492354
1767047463.0048475,118784,0.0003000000142492354
1767047473.3728247,120832,0.0003000000142492354
1767047483.204582,122880,0.0003000000142492354
1767047493.0366716,124928,0.0003000000142492354
1767047503.4170616,126976,0.0003000000142492354
1767047514.6224804,129024,0.0003000000142492354
1767047525.3918326,131072,0.0003000000142492354
1767047535.0766587,133120,0.0003000000142492354
1767047545.6325092,135168,0.0003000000142492354
1767047556.3362472,137216,0.0003000000142492354
1767047565.872311,139264,0.0003000000142492354
1767047577.3445163,141312,0.0003000000142492354
1767047586.8359141,143360,0.0003000000142492354
1767047601.2616174,145408,0.0003000000142492354
1767047612.007419,147456,0.0003000000142492354
1767047621.8462422,149504,0.0003000000142492354
1767047631.8554542,151552,0.0003000000142492354
1767047650.3056097,153600,0.0003000000142492354
1767047660.3150356,155648,0.0003000000142492354
1767047669.648874,157696,0.0003000000142492354
1767047678.9995294,159744,0.0003000000142492354
1767047688.3807764,161792,0.0003000000142492354
1767047698.4994078,163840,0.0003000000142492354
1767047708.957981,165888,0.0003000000142492354
1767047719.6739721,167936,0.0003000000142492354
1767047729.0857735,169984,0.0003000000142492354
1767047738.8653169,172032,0.0003000000142492354
1767047748.9774127,174080,0.0003000000142492354
1767047758.445626,176128,0.0003000000142492354
1767047767.8203206,178176,0.0003000000142492354
1767047782.247183,180224,0.0003000000142492354
1767047792.4333012,182272,0.0003000000142492354
1767047803.0273666,184320,0.0003000000142492354
1767047813.5215654,186368,0.0003000000142492354
1767047823.5823035,188416,0.0003000000142492354
1767047833.3041613,190464,0.0003000000142492354
1767047843.992674,192512,0.0003000000142492354
1767047854.118757,194560,0.0003000000142492354
1767047864.0899925,196608,0.0003000000142492354
1767047874.2658749,198656,0.0003000000142492354
1767047883.748863,200704,0.0003000000142492354
1767047893.8700442,202752,0.0003000000142492354
1767047903.6177444,204800,0.0003000000142492354
1767047913.840655,206848,0.0003000000142492354
1767047924.7409618,208896,0.0003000000142492354
1767047934.117383,210944,0.0003000000142492354
1767047953.494459,212992,0.0003000000142492354
1767047963.3619642,215040,0.0003000000142492354
1767047972.9579327,217088,0.0003000000142492354
1767047986.8909073,219136,0.0003000000142492354
1767047996.0822625,221184,0.0003000000142492354
1767048005.115223,223232,0.0003000000142492354
1767048014.7188518,225280,0.0003000000142492354
1767048024.954894,227328,0.0003000000142492354
1767048034.3287332,229376,0.0003000000142492354
1767048043.893424,231424,0.0003000000142492354
1767048054.8079872,233472,0.0003000000142492354
1767048069.6496482,235520,0.0003000000142492354
1767048079.5493345,237568,0.0003000000142492354
1767048089.442896,239616,0.0003000000142492354
1767048099.4641294,241664,0.0003000000142492354
1767048108.7088912,243712,0.0003000000142492354
1767048118.1597893,245760,0.0003000000142492354
1767048128.4971082,247808,0.0003000000142492354
1767048137.5876987,249856,0.0003000000142492354
1767048147.3457289,251904,0.0003000000142492354
1767048156.0148451,253952,0.0003000000142492354
1767048164.5083997,256000,0.0003000000142492354
1767048177.9285564,258048,0.0003000000142492354
1767048187.699838,260096,0.0003000000142492354
1767048196.8273802,262144,0.0003000000142492354
1767048206.6827893,264192,0.0003000000142492354
1767048217.0119534,266240,0.0003000000142492354
1767048225.6458461,268288,0.0003000000142492354
1767048235.621374,270336,0.0003000000142492354
1767048245.4931483,272384,0.0003000000142492354
1767048256.037572,274432,0.0003000000142492354
1767048265.990885,276480,0.0003000000142492354
1767048278.9735436,278528,0.0003000000142492354
1767048289.5302587,280576,0.0003000000142492354
1767048298.5689015,282624,0.0003000000142492354
1767048308.7816076,284672,0.0003000000142492354
1767048319.2512188,286720,0.0003000000142492354
1767048330.080819,288768,0.0003000000142492354
1767048339.7643833,290816,0.0003000000142492354
1767048348.7049391,292864,0.0003000000142492354
1767048357.8480005,294912,0.0003000000142492354
1767048368.52074,296960,0.0003000000142492354
1767048379.6985474,299008,0.0003000000142492354
1767048390.6014974,301056,0.0003000000142492354
1767048399.856388,303104,0.0003000000142492354
1767048413.7654564,305152,0.0003000000142492354
1767048424.2752302,307200,0.0003000000142492354
1767048434.114593,309248,0.0003000000142492354
1767048443.4688396,311296,0.0003000000142492354
1767048453.1155992,313344,0.0003000000142492354
1767048463.6155295,315392,0.0003000000142492354
1767048472.102571,317440,0.0003000000142492354
1767048481.4151003,319488,0.0003000000142492354
1767048490.922807,321536,0.0003000000142492354
1767048500.766704,323584,0.0003000000142492354
1767048510.7706232,325632,0.0003000000142492354
1767048521.3942447,327680,0.0003000000142492354
1767048531.254261,329728,0.0003000000142492354
1767048541.9572964,331776,0.0003000000142492354
1767048552.365984,333824,0.0003000000142492354
1767048562.4680927,335872,0.0003000000142492354
1767048571.3586404,337920,0.0003000000142492354
1767048581.7469637,339968,0.0003000000142492354
